DAIRA,COMMUNE,FORET,DATE_DECL,HEURE_DECL,DATE_INT,HEURE_INT,DATE_EXT,HEURE_EXT,ESSENCE,TOT_FORET,TOT_MAQUIS,TOT_BROUSSAILLES,SURF_TOTAL,CAUSE,SIGNALE,ORGANISMES,DEGATS,DECL_YEAR,DECL_MONTH,DECL_DAY,INT_YEAR,INT_MONTH,INT_DAY,EXT_YEAR,EXT_MONTH,EXT_DAY,DECL_HOUR,INT_HOUR,EXT_HOUR,METEO_TEMP,METEO_VENTE_VITESSE,METEO_VENTE_DIRECTION,LOCATION_NAME,LONGITUDE,LATITUDE
GUELAAT BOU SBAA,BENI MEZLINE,ZÉZOUA,2020-08-21 00:00:00,1899-12-31 12:50:00,2020-08-21 00:00:00,1899-12-31 13:00:00,2020-08-21 00:00:00,1899-12-31 18:00:00,MAQ,0,50,0,50,INC,BM,SF+PC,10000000,2020,8,21,2020,8,21,2020,8,21,12,13,18,33.9,7.82,SO+N,,7.522,36.504
GUELAAT BOU SBAA,NECHMAYA,FEDJ CHAIR,2020-08-21 00:00:00,1899-12-31 15:30:00,2020-08-21 00:00:00,1899-12-31 15:40:00,2020-08-21 00:00:00,1899-12-31 16:30:00,MAQ,0,1,0,1,INC,BM,SF+PC,200000,2020,8,21,2020,8,21,2020,8,21,15,15,16,33.9,7.82,SO+N,,7.512,36.612
KHEZARA,AIN SANDEL,EL GUERIDJ,2020-08-22 00:00:00,1899-12-31 16:20:00,2020-08-22 00:00:00,1899-12-31 16:40:00,2020-08-22 00:00:00,1899-12-31 18:15:00,CV,2,0,0,2,INC,BM,SF+PC,800000,2020,8,22,2020,8,22,2020,8,22,16,16,18,29.76,6.7,N,,7.145,36.345
BOUCHEGOUF,MEDJEZ SFA,BOUTADJINE,2020-08-22 00:00:00,1899-12-31 16:37:00,2020-08-22 00:00:00,1899-12-31 16:50:00,2020-08-22 00:00:00,1899-12-31 17:55:00,MAQ,0,0.05,0,0.05,INC,BM,SF+PC,10000,2020,8,22,2020,8,22,2020,8,22,16,16,17,29.76,6.7,N,,7.756,36.585
HAMMAM DEBAGH,ROKNIA,AIN LEGSAB,2020-08-27 00:00:00,1899-12-31 14:15:00,2020-08-27 00:00:00,1899-12-31 14:25:00,2020-08-27 00:00:00,1899-12-31 16:55:00,BRS,0,0,1,1,INC,PV,SF+PC,200000,2020,8,27,2020,8,27,2020,8,27,14,14,16,27.22,5.45,NE+SO,,7.356,36.536
HAMMAM N'BAIL,DAHOUARA,DJ ASEKRE,2020-08-28 00:00:00,1899-12-31 15:15:00,2020-08-28 00:00:00,1899-12-31 15:25:00,2020-08-28 00:00:00,1899-12-31 18:00:00,MAQ,0,3,0,3,INC,BM,SF+PC,600000,2020,8,28,2020,8,28,2020,8,28,15,15,18,29.5,4.62,SO,,7.841,36.321
BOUCHEGOUF,MEDJEZ SFA,BOUZID,2020-08-29 00:00:00,1899-12-31 11:50:00,2020-08-29 00:00:00,1899-12-31 12:00:00,2020-08-29 00:00:00,1899-12-31 20:00:00,BRS,0,0,2,2,INC,BM,SF+PC,400000,2020,8,29,2020,8,29,2020,8,29,11,12,20,31.78,11.14,SO,,7.756,36.585
BOUCHEGOUF,MEDJEZ SFA,EL MAZA SEGHIRA,2020-08-29 00:00:00,1899-12-31 11:50:00,2020-08-29 00:00:00,1899-12-31 12:00:00,2020-08-30 00:00:00,1899-12-31 15:30:00,MAQ,0,238.45,0,238.45,INC,BM,SF+PC,47690000,2020,8,29,2020,8,29,2020,8,30,11,12,15,31.78,11.14,SO,,7.756,36.585
BOUCHEGOUF,OUED FRAGHA,FROUJA,2020-08-29 00:00:00,1899-12-31 14:00:00,2020-08-29 00:00:00,1899-12-31 14:00:00,2020-08-29 00:00:00,1899-12-31 14:52:00,MAQ,0,0,0,0,INC,BM,SF+PC+DW,0,2020,8,29,2020,8,29,2020,8,29,14,14,14,31.78,11.14,SO,,7.801,36.548
GUELAAT BOU SBAA,NECHMAYA,AIN AMAR,2020-08-29 00:00:00,1899-12-31 10:42:00,2020-08-29 00:00:00,1899-12-31 10:50:00,2020-08-29 00:00:00,1899-12-31 19:00:00,MAQ+BRS,0,30,65,95,INC,BM,SF+POP,19000000,2020,8,29,2020,8,29,2020,8,29,10,10,19,31.78,11.14,SO,,7.512,36.612
HAMMAM N'BAIL,HAMMAM N'BAILS,LEGREIN,2020-08-29 00:00:00,1899-12-31 14:48:00,2020-08-29 00:00:00,1899-12-31 14:55:00,2020-08-29 00:00:00,1899-12-31 17:30:00,BRS,0,0,1,1,INC,PV,SF+EMPS,200000,2020,8,29,2020,8,29,2020,8,29,14,14,17,31.78,11.14,SO,,7.122,36.334
OUED ZENATI,BORDJ SABAT,MOUBIA,2020-08-29 00:00:00,1899-12-31 16:38:00,2020-08-29 00:00:00,1899-12-31 16:50:00,2020-08-29 00:00:00,1899-12-31 19:45:00,MAQ,0,20,0,20,INC,BM,SF+PC,4000000,2020,8,29,2020,8,29,2020,8,29,16,16,19,31.78,11.14,SO,,7.318,36.329
BOUCHEGOUF,BOUCHEGOUF,BENI SALAH,2020-08-29 00:00:00,1899-12-31 16:30:00,2020-08-29 00:00:00,1899-12-31 16:40:00,2020-08-30 00:00:00,1899-12-31 18:00:00,CL+CZ+EUC,302,0,0,302,INC,BM,SF+PC,120800000,2020,8,29,2020,8,29,2020,8,30,16,16,18,31.78,11.14,SO,,7.728,36.468
HAMMAM DEBAGH,ROKNIA,AIN LEGSAB,2020-08-29 00:00:00,1899-12-31 12:37:00,2020-08-29 00:00:00,1899-12-31 12:45:00,2020-08-29 00:00:00,1899-12-31 19:30:00,REB,120,95,0,215,INC,BM,SF+PC,67000000,2020,8,29,2020,8,29,2020,8,29,12,12,19,31.78,11.14,SO,,7.356,36.536
KHEZARA,BOUHACHANA,SAFIET SAID,2020-09-01 00:00:00,1899-12-31 15:50:00,2020-09-01 00:00:00,1899-12-31 16:00:00,2020-09-01 00:00:00,1899-12-31 18:10:00,PA,1,0,0,1,INC,BM,SF+PC,400000,2020,9,1,2020,9,1,2020,9,1,15,16,18,22.4,6.89,NE,,7.512,36.367
GUELAAT BOU SBAA,BELKHEIR,MESMASSA,2020-09-01 00:00:00,1899-12-31 14:00:00,2020-09-01 00:00:00,1899-12-31 14:10:00,2020-09-01 00:00:00,1899-12-31 17:36:00,BRS,0,0,15,15,INC,PV,SF+PC,3000000,2020,9,1,2020,9,1,2020,9,1,14,14,17,22.4,6.89,NE,,7.431,36.456
HAMMAM DEBAGH,ROKNIA,LEKHOUARNA,2020-09-05 00:00:00,1899-12-31 11:43:00,2020-09-05 00:00:00,1899-12-31 11:50:00,2020-09-05 00:00:00,1899-12-31 15:45:00,BRS,0,0,6,6,INC,BM,SF+EMPS,1200000,2020,9,5,2020,9,5,2020,9,5,11,11,15,24.17,5.67,NE+SO,,7.356,36.536
KHEZARA,KHEZARAS,METOUIA,2020-09-18 00:00:00,1899-12-31 15:00:00,2020-09-18 00:00:00,1899-12-31 15:10:00,2020-09-18 00:00:00,1899-12-31 16:30:00,BRS,0,0,5,5,INC,PV,SF+PC,1000000,2020,9,18,2020,9,18,2020,9,18,15,15,16,25.67,5.23,SO,,7.019,36.286
OUED ZENATI,BORDJ SABAT,SILA,2020-09-18 00:00:00,1899-12-31 15:45:00,2020-09-18 00:00:00,1899-12-31 15:55:00,2020-09-19 00:00:00,1899-12-31 07:00:00,BRS,0,0,5,5,CON,BM,SF+PC,1000000,2020,9,18,2020,9,18,2020,9,19,15,15,7,25.67,5.23,SO,,7.318,36.329
OUED ZENATI,BORDJ SABAT,EL SATHA,2020-09-18 00:00:00,1899-12-31 15:45:00,2020-09-18 00:00:00,1899-12-31 15:55:00,2020-09-18 00:00:00,1899-12-31 18:00:00,MAQ,0,0,0,5,INC,BM,SF+PC,1000000,2020,9,18,2020,9,18,2020,9,18,15,15,18,25.67,5.23,SO,,7.318,36.329
AIN HESSAINIA,SELLAOUA ANNOUNA,DJ LEZREG,2020-09-19 00:00:00,1899-12-31 15:00:00,2020-09-19 00:00:00,1899-12-31 15:10:00,2020-09-19 00:00:00,1899-12-31 23:00:00,BRS,0,0,3,3,INC,PV,SF+PC,600000,2020,9,19,2020,9,19,2020,9,19,15,15,23,28.4,7.21,SO,,7.188,36.401
AIN HESSAINIA,SELLAOUA ANNOUNA,DJ LEZREG,2020-09-25 00:00:00,1899-12-31 13:35:00,2020-09-25 00:00:00,1899-12-31 13:45:00,2020-09-25 00:00:00,1899-12-31 16:29:00,BRS,0,0,3,3,INC,PV,SF+PC,600000,2020,9,25,2020,9,25,2020,9,25,13,13,16,24.32,11.63,NO+SO,,7.188,36.401
AIN HESSAINIA,SELLAOUA ANNOUNA,MECHTAT KHEROUBA,2020-09-30 00:00:00,1899-12-31 11:25:00,2020-09-30 00:00:00,1899-12-31 11:35:00,2020-09-30 00:00:00,1899-12-31 15:05:00,MAQ,0,1.5,0,1.5,INC,PV,SF+PC,300000,2020,9,30,2020,9,30,2020,9,30,11,11,15,23.17,7.08,N,,7.188,36.401
HAMMAM DEBAGH,BOUHAMDANE,SEBAA MZAZET,2020-09-30 00:00:00,1899-12-31 15:40:00,2020-09-30 00:00:00,1899-12-31 15:50:00,2020-09-30 00:00:00,1899-12-31 18:25:00,MAQ,0,5,0,5,INC,PV,SF+PC,1000000,2020,9,30,2020,9,30,2020,9,30,15,15,18,23.17,7.08,N,,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,MECHTAT TOUIFEZA,2020-10-02 00:00:00,1899-12-31 12:43:00,2020-10-02 00:00:00,1899-12-31 12:50:00,2020-10-03 00:00:00,1899-12-31 05:00:00,BRS,0,0,15,15,INC,PV,SF,3000000,2020,10,2,2020,10,2,2020,10,3,12,12,5,25.92,11.55,SO,,7.311,36.362
GUELAAT BOU SBAA,NECHMAYA,MECHTAT BOULEKBACH,2020-10-02 00:00:00,1899-12-31 13:50:00,2020-10-02 00:00:00,1899-12-31 14:00:00,2020-10-02 00:00:00,1899-12-31 16:30:00,BRS,0,0,1.5,1.5,INC,PV,SF+PC,300000,2020,10,2,2020,10,2,2020,10,2,13,14,16,25.92,11.55,SO,,7.512,36.612
GUELAAT BOU SBAA,GUELAAT BOU SBA,EL SEBAA,2020-10-02 00:00:00,1899-12-31 14:45:00,2020-10-02 00:00:00,1899-12-31 14:55:00,2020-10-02 00:00:00,1899-12-31 17:50:00,PA,1.5,0,0,1.5,INC,BM,SF+PC,600000,2020,10,2,2020,10,2,2020,10,2,14,14,17,25.92,11.55,SO,,7.092,36.462
HAMMAM N'BAIL,OUED CHEHAM,GELALA,2020-10-02 00:00:00,1899-12-31 11:00:00,2020-10-02 00:00:00,1899-12-31 11:10:00,2020-10-02 00:00:00,1899-12-31 16:20:00,CL,2.5,2.5,0,5,INC,BM,SF+PC,1500000,2020,10,2,2020,10,2,2020,10,2,11,11,16,25.92,11.55,SO,,7.454,36.287
OUED ZENATI,BORDJ SABAT,AYOUN DEHAN,2020-10-03 00:00:00,1899-12-31 16:30:00,2020-10-03 00:00:00,1899-12-31 16:40:00,2020-10-03 00:00:00,1899-12-31 19:30:00,BRS,0,0,10,10,INC,BM,SF+PC,2000000,2020,10,3,2020,10,3,2020,10,3,16,16,19,20.66,8.19,N,,7.318,36.329
HAMMAM DEBAGH,BOUHAMDANE,SEBAA MZAZET,2020-10-04 00:00:00,1899-12-31 12:38:00,2020-10-04 00:00:00,1899-12-31 12:45:00,2020-10-05 00:00:00,1899-12-31 10:00:00,EUC,20,0,40,60,INC,BM,SF+PC+DW,16000000,2020,10,4,2020,10,4,2020,10,5,12,12,10,20.19,6.03,SO+N,,7.311,36.362
OUED ZENATI,BORDJ SABAT,LEKHTHIRA,2020-10-04 00:00:00,1899-12-31 13:00:00,2020-10-04 00:00:00,1899-12-31 13:10:00,2020-10-04 00:00:00,1899-12-31 14:30:00,MAQ,0,4,0,4,INC,BM,SF+PC,800000,2020,10,4,2020,10,4,2020,10,4,13,13,14,20.19,6.03,SO+N,,7.318,36.329
GUELMA,BENDJERRAH,DJ NAGA,2021-06-20 00:00:00,1899-12-31 12:15:00,2021-06-20 00:00:00,1899-12-31 12:30:00,2021-06-20 00:00:00,1899-12-31 15:10:00,MAQ,0,7,0,7,INC,PV,FORETS+PC,1400000,2021,6,20,2021,6,20,2021,6,20,12,12,15,27.94,9.06,N+SO,GUELMA EST N NJ32-II-5EST,7.284,36.531
AIN MAKHLOUF,AIN LARBI,MT TEBBAKA,2021-06-22 00:00:00,1899-12-31 10:50:00,2021-06-22 00:00:00,1899-12-31 11:00:00,2021-06-22 00:00:00,1899-12-31 13:45:00,BRS,0,0,3,3,INC,PV,FORETS+PC+CL,600000,2021,6,22,2021,6,22,2021,6,22,10,11,13,25.22,7.05,NE,,7.392,36.232
HAMMAM DEBAGH,HAMMAM DEBAGH,BABA AISSA,2021-07-10 00:00:00,1899-12-31 13:33:00,2021-07-10 00:00:00,1899-12-31 13:45:00,2021-07-10 00:00:00,1899-12-31 15:30:00,MAQ,0,0.5,0,0.5,INC,BM,FORETS+PC,100000,2021,7,10,2021,7,10,2021,7,10,13,13,15,27.5,5.59,NE,,7.278,36.462
HAMMAM DEBAGH,ROKNIA,DJEFINA,2021-07-21 00:00:00,1899-12-31 15:48:00,2021-07-21 00:00:00,1899-12-31 16:00:00,2021-07-21 00:00:00,1899-12-31 17:20:00,MAQ,0,1.5,0,1.5,INC,PV,FORETS+PC,300000,2021,7,21,2021,7,21,2021,7,21,15,16,17,27.68,6.42,NE,,7.356,36.536
KHEZARA,BOUHACHANA,SAFIET SAID,2021-07-24 00:00:00,1899-12-31 08:30:00,2021-07-24 00:00:00,1899-12-31 08:40:00,2021-07-24 00:00:00,1899-12-31 10:20:00,BRS,0,0,0.5,0.5,INC,BM,FORETS+PC,100000,2021,7,24,2021,7,24,2021,7,24,8,8,10,33.77,7.2,SO,,7.512,36.367
GUELAAT BOU SBAA,BENI MEZLINE,BOUKACHROUDA,2021-07-31 00:00:00,1899-12-31 13:30:00,2021-07-31 00:00:00,1899-12-31 13:30:00,2021-07-31 00:00:00,1899-12-31 13:45:00,BRS,0,0,0.5,0.5,INC,BM,FORETS+PC+COMMUNE+DW,100000,2021,7,31,2021,7,31,2021,7,31,13,13,13,34.32,11.91,SO,,7.522,36.504
HELIOPOLIS,EL FEDJOUDJ,MT LEMRACHLA,2021-08-07 00:00:00,1899-12-31 12:00:00,2021-08-07 00:00:00,1899-12-31 12:10:00,2021-08-07 00:00:00,1899-12-31 16:00:00,MAQ,0,11,0,11,INC,BM,FORETS+PC+COMMUNE+DW,2200000,2021,8,7,2021,8,7,2021,8,7,12,12,16,33.08,8.5,SO,AZZABA EST N NJ32-II-5EST,7.394,36.561
HAMMAM DEBAGH,ROKNIA,SILA,2021-08-08 00:00:00,1899-12-31 13:30:00,2021-08-08 00:00:00,1899-12-31 13:40:00,2021-08-09 00:00:00,1899-12-31 12:00:00,MAQ+BRS,0,6,216,222,INC,PV,FORETS+PC,44400000,2021,8,8,2021,8,8,2021,8,9,13,13,12,30.9,6.27,NE+SO,,7.356,36.536
HAMMAM DEBAGH,ROKNIA,GUENDOULA,2021-08-09 00:00:00,1899-12-31 09:35:00,2021-08-09 00:00:00,1899-12-31 09:45:00,2021-08-09 00:00:00,1899-12-31 18:30:00,MAQ,0,25,0,25,INC,DW,FORETS+PC+ARME+COMMUNE+CL,5000000,2021,8,9,2021,8,9,2021,8,9,9,9,18,35.71,8.58,SO,,7.356,36.536
HAMMAM N'BAIL,HAMMAM N'BAILS,FROUJA,2021-08-09 00:00:00,1899-12-31 11:15:00,2021-08-09 00:00:00,1899-12-31 11:25:00,2021-08-09 00:00:00,1899-12-31 22:30:00,MAQ,0,10,0,10,INC,BM,FORETS+PC,2000000,2021,8,9,2021,8,9,2021,8,9,11,11,22,35.71,8.58,SO,,7.122,36.334
HAMMAM N'BAIL,OUED CHEHAM,DJ ASEKRE,2021-08-10 00:00:00,1899-12-31 10:26:00,2021-08-10 00:00:00,1899-12-31 10:36:00,2021-08-14 00:00:00,1899-12-31 10:00:00,MAQ,0,110,0,110,INC,PV,FORETS+PC,22000000,2021,8,10,2021,8,10,2021,8,14,10,10,10,37.81,10.16,SO,,7.454,36.287
HAMMAM N'BAIL,HAMMAM N'BAILS,FORET KHEDADA,2021-08-10 00:00:00,1899-12-31 10:30:00,2021-08-10 00:00:00,1899-12-31 10:40:00,2021-08-14 00:00:00,1899-12-31 18:00:00,MAQ+BRS,0,110,90,200,INC,PV,FORETS+PC+ARME,40000000,2021,8,10,2021,8,10,2021,8,14,10,10,18,37.81,10.16,SO,,7.122,36.334
GUELAAT BOU SBAA,NECHMAYA,EL MOURED,2021-08-10 00:00:00,1899-12-31 11:28:00,2021-08-10 00:00:00,1899-12-31 11:38:00,2021-08-10 00:00:00,1899-12-31 19:00:00,MAQ,0,342,0,342,INC,BM,FORETS+PC,68400000,2021,8,10,2021,8,10,2021,8,10,11,11,19,37.81,10.16,SO,,7.512,36.612
HAMMAM DEBAGH,ROKNIA,AIN LEGSAB,2021-08-10 00:00:00,1899-12-31 13:00:00,2021-08-10 00:00:00,1899-12-31 13:10:00,2021-08-10 00:00:00,1899-12-31 18:15:00,BRS,0,0,4,4,INC,BM,FORETS+PC+DW,800000,2021,8,10,2021,8,10,2021,8,10,13,13,18,37.81,10.16,SO,,7.356,36.536
HAMMAM N'BAIL,HAMMAM N'BAILS,SERDOUNE,2021-08-10 00:00:00,1899-12-31 14:15:00,2021-08-10 00:00:00,1899-12-31 14:25:00,2021-08-10 00:00:00,1899-12-31 17:40:00,MAQ,0,15,0,15,INC,BM,FORETS+PC+CT,3000000,2021,8,10,2021,8,10,2021,8,10,14,14,17,37.81,10.16,SO,,7.122,36.334
HAMMAM N'BAIL,OUED CHEHAM,BEKARIA,2021-08-10 00:00:00,1899-12-31 17:30:00,2021-08-10 00:00:00,1899-12-31 17:40:00,2021-08-12 00:00:00,1899-12-31 10:00:00,MAQ,0,109,0,109,INC,BM,FORETS+PC+CT,21800000,2021,8,10,2021,8,10,2021,8,12,17,17,10,37.81,10.16,SO,,7.454,36.287
BOUCHEGOUF,AIN BEN BEIDA,DRAOUCHE,2021-08-10 00:00:00,1899-12-31 10:30:00,2021-08-10 00:00:00,1899-12-31 10:40:00,2021-08-10 00:00:00,1899-12-31 19:00:00,BRS,0,0,530,530,INC,BM,FORETS+PC,106000000,2021,8,10,2021,8,10,2021,8,10,10,10,19,37.81,10.16,SO,,7.6953,36.6177
BOUCHEGOUF,BOUCHEGOUF,BENI SALAH,2021-08-11 00:00:00,1899-12-31 14:30:00,2021-08-11 00:00:00,1899-12-31 14:40:00,2021-08-15 00:00:00,1899-12-31 12:00:00,FORETS+MAQ+BRS,2819.95,1228.26,155.7,4203.91,INC,BM,FORETS+PC+ARME+COMMUNE+CT,1404772000,2021,8,11,2021,8,11,2021,8,15,14,14,12,35.33,8.66,SO,,7.728,36.468
GUELAAT BOU SBAA,BENI MEZLINE,GHENADJI,2021-08-11 00:00:00,1899-12-31 12:47:00,2021-08-11 00:00:00,1899-12-31 12:57:00,2021-08-12 00:00:00,1899-12-31 18:25:00,MAQ+BRS,0,50,2,52,INC,PV,FORETS+PC,10400000,2021,8,11,2021,8,11,2021,8,12,12,12,18,35.33,8.66,SO,,7.522,36.504
BOUCHEGOUF,BOUCHEGOUF,GUEFAZA,2021-08-13 00:00:00,1899-12-31 16:30:00,2021-08-13 00:00:00,1899-12-31 16:40:00,2021-08-14 00:00:00,1899-12-31 08:00:00,BRS,0,0,3,3,INC,BM,FORETS+PC,600000,2021,8,13,2021,8,13,2021,8,14,16,16,8,34.45,8.36,SO+N,,7.728,36.468
HAMMAM DEBAGH,ROKNIA,AIN LEGSAB,2021-08-27 00:00:00,1899-12-31 14:43:00,2021-08-27 00:00:00,1899-12-31 14:53:00,2021-08-27 00:00:00,1899-12-31 16:45:00,MAQ,0,1,0,1,INC,PV,FORETS+PC+DW,200000,2021,8,27,2021,8,27,2021,8,27,14,14,16,28.15,5.52,SO,,7.356,36.536
KHEZARA,BOUHACHANA,KEF RIH,2021-09-01 00:00:00,1899-12-31 09:00:00,2021-09-01 00:00:00,1899-12-31 09:10:00,2021-09-01 00:00:00,1899-12-31 18:00:00,FORETS,8,0,0,8,INC,BM,FORETS+PC+ARME+DW+CL,3200000,2021,9,1,2021,9,1,2021,9,1,9,9,18,30.45,6.31,S+NE,,7.512,36.367
BOUCHEGOUF,MEDJEZ SFA,REHAB,2021-09-02 00:00:00,1899-12-31 13:19:00,2021-09-02 00:00:00,1899-12-31 13:29:00,2021-09-03 00:00:00,1899-12-31 15:30:00,FORETS+MAQ,10,30,0,40,INC,BM,FORETS+PC,10000000,2021,9,2,2021,9,2,2021,9,3,13,13,15,31.61,7.27,S+O,,7.756,36.585
HAMMAM N'BAIL,OUED CHEHAM,FEKIRINA,2021-09-06 00:00:00,1899-12-31 14:00:00,2021-09-06 00:00:00,1899-12-31 14:10:00,2021-09-06 00:00:00,1899-12-31 18:50:00,MAQ,0,3,0,3,INC,BM,FORETS+PC,600000,2021,9,6,2021,9,6,2021,9,6,14,14,18,24.53,5.42,NE,,7.454,36.287
HAMMAM N'BAIL,DAHOUARA,LEKHRIB,2021-09-15 00:00:00,1899-12-31 09:00:00,2021-09-15 00:00:00,1899-12-31 09:10:00,2021-09-15 00:00:00,1899-12-31 13:30:00,BRS,0,0,5,5,INC,BM,FORETS+PC,1000000,2021,9,15,2021,9,15,2021,9,15,9,9,13,31.42,6.91,SO,,7.841,36.321
AIN MAKHLOUF,AIN LARBI,MT CHENIOUR,2021-10-04 00:00:00,1899-12-31 11:08:00,2021-10-04 00:00:00,1899-12-31 11:15:00,2021-10-04 00:00:00,1899-12-31 17:30:00,BRS,0,0,20,20,INC,BM,FORETS+PC,4000000,2021,10,4,2021,10,4,2021,10,4,11,11,17,23.96,8.49,N,,7.392,36.232
AIN MAKHLOUF,AIN LARBI,OUED EL AAR,2022-07-16 00:00:00,1899-12-31 16:45:00,2022-07-16 00:00:00,1899-12-31 16:50:00,2022-07-16 00:00:00,1899-12-31 19:45:00,BRS,0,0,2,2,INC,BM,SF+PC+DW+POP,400000,2022,7,16,2022,7,16,2022,7,16,16,16,19,28.76,6.27,NE,,7.392,36.232
HELIOPOLIS,HELIOPOLIS,HMAM OULED ALI,2022-07-18 00:00:00,1899-12-31 17:00:00,2022-07-18 00:00:00,1899-12-31 17:05:00,2022-07-18 00:00:00,1899-12-31 19:00:00,BRS,0,0,3,3,INC,BM,SF+PC+DW+EAPC,600000,2022,7,18,2022,7,18,2022,7,18,17,17,19,30.23,6.45,NE+SO,,7.442,36.503
HELIOPOLIS,EL FEDJOUDJ,RAGOUBA,2022-07-22 00:00:00,1899-12-31 19:09:00,2022-07-22 00:00:00,1899-12-31 19:15:00,2022-07-22 00:00:00,1899-12-31 23:30:00,CYP,0.5,0,2,2.5,INC,BM,SF+PC+DW+EAPC,600000,2022,7,22,2022,7,22,2022,7,22,19,19,23,29.66,6.75,NE,,7.394,36.561
HAMMAM N'BAIL,OUED CHEHAM,FROUJA,2022-07-23 00:00:00,1899-12-31 13:45:00,2022-07-23 00:00:00,1899-12-31 13:50:00,2022-07-23 00:00:00,1899-12-31 19:00:00,MAQ,0,6,0,6,INC,BM,SF+PC+DW,1200000,2022,7,23,2022,7,23,2022,7,23,13,13,19,30.21,7.01,NE+SO,,7.454,36.287
BOUCHEGOUF,OUED FRAGHA,FEDDANE,2022-07-25 00:00:00,1899-12-31 15:43:00,2022-07-25 00:00:00,1899-12-31 15:43:00,2022-07-25 00:00:00,1900-01-18 00:00:00,BRS,0,0,1.5,1.5,INC,BM,SF+PC+DW+EAPC,300000,2022,7,25,2022,7,25,2022,7,25,15,15,0,31.25,6.57,NE+SO,,7.801,36.548
GUELMA,BENDJERRAH,DJ HALOUF,2022-07-29 00:00:00,1899-12-31 12:15:00,2022-07-29 00:00:00,1899-12-31 12:15:00,2022-07-29 00:00:00,1899-12-31 17:30:00,BRS,0,0,5,5,INC,PC,SF+PC,1000000,2022,7,29,2022,7,29,2022,7,29,12,12,17,31.07,6.61,NE+SO,,7.284,36.531
HAMMAM DEBAGH,BOUHAMDANE,MECHTAT BOUGUEDIR,2022-07-31 00:00:00,1899-12-31 16:00:00,2022-07-31 00:00:00,1899-12-31 16:00:00,2022-07-31 00:00:00,1899-12-31 21:30:00,CL,2,0,6,8,INC,BM,SF+PC,2000000,2022,7,31,2022,7,31,2022,7,31,16,16,21,29.75,5.93,NE,,7.311,36.362
HAMMAM N'BAIL,HAMMAM N'BAILS,AIN GUERFAL,2022-08-01 00:00:00,1899-12-31 15:45:00,2022-08-01 00:00:00,1899-12-31 15:45:00,2022-08-01 00:00:00,1899-12-31 19:00:00,BRS,0,0,1,1,INC,BM,SF+PC,200000,2022,8,1,2022,8,1,2022,8,1,15,15,19,28.56,8.5,N,,7.122,36.334
HAMMAM DEBAGH,ROKNIA,AIN LEGSAB,2022-08-12 00:00:00,1899-12-31 14:30:00,2022-08-12 00:00:00,1899-12-31 14:35:00,2022-08-12 00:00:00,1899-12-31 20:00:00,MAQ+BRS,0,15,20,35,INC,PV,SF+PC+EAPC,7000000,2022,8,12,2022,8,12,2022,8,12,14,14,20,28.2,6.61,SO+N,,7.356,36.536
HAMMAM DEBAGH,ROKNIA,EL KARMA,2022-08-13 00:00:00,1899-12-31 15:30:00,2022-08-13 00:00:00,1899-12-31 15:35:00,2022-08-13 00:00:00,1899-12-31 17:50:00,MAQ,0,0,0,0,INC,BM,SF+PC,0,2022,8,13,2022,8,13,2022,8,13,15,15,17,31.55,7.26,SO,,7.356,36.536
GUELAAT BOU SBAA,BELKHEIR,MAHOUNA,2022-08-17 00:00:00,1899-12-31 01:15:00,2022-08-17 00:00:00,1899-12-31 01:15:00,2022-08-17 00:00:00,1899-12-31 05:30:00,CZ,20,20,5,45,INC,PV,SF+PC+EMPS+EAPC+DW,13000000,2022,8,17,2022,8,17,2022,8,17,1,1,5,34.34,12.35,S,,7.431,36.456
BOUCHEGOUF,MEDJEZ SFA,KEF KOURATH,2022-08-17 00:00:00,1899-12-31 07:20:00,2022-08-17 00:00:00,1899-12-31 07:20:00,2022-08-18 00:00:00,1899-12-31 18:00:00,CL,20,60,0,80,INC,BM,SF+PC,20000000,2022,8,17,2022,8,17,2022,8,18,7,7,18,34.34,12.35,S,,7.756,36.585
BOUCHEGOUF,MEDJEZ SFA,CHAABET RAMOUL,2022-08-17 00:00:00,1899-12-31 09:35:00,2022-08-17 00:00:00,1899-12-31 09:35:00,2022-08-18 00:00:00,1899-12-31 18:00:00,EUC,290,910,0,1200,INC,BM,SF+PC+DW+ANP+POP+EAPC+EMPS,298000000,2022,8,17,2022,8,17,2022,8,18,9,9,18,34.34,12.35,S,,7.756,36.585
KHEZARA,BOUHACHANA,KEF RIH,2022-08-17 00:00:00,1899-12-31 09:05:00,2022-08-17 00:00:00,1899-12-31 09:05:00,2022-08-17 00:00:00,1899-12-31 23:45:00,PA,9,0,0,9,INC,BM,SF+PC,3600000,2022,8,17,2022,8,17,2022,8,17,9,9,23,34.34,12.35,S,,7.512,36.367
HAMMAM N'BAIL,HAMMAM N'BAILS,DJ BOUGRÉNISSA,2022-08-17 00:00:00,1899-12-31 11:53:00,2022-08-17 00:00:00,1899-12-31 11:53:00,2022-08-18 00:00:00,1899-12-31 07:40:00,MAQ,0,5,0,5,INC,BM,SF+PC,1000000,2022,8,17,2022,8,17,2022,8,18,11,11,7,34.34,12.35,S,,7.122,36.334
