DAIRA,COMMUNE,FORET,LONGITUDE,LATITUDE,DATE_DECL,HEURE_DECL,DATE_INT,HEURE_INT,DATE_EXT,HEURE_EXT,ESSENCE,TOT_FORET,TOT_MAQUIS,TOT_BROUSSAILLES,SURF_TOTAL,CAUSE,SIGNALE,ORGANISMES,DEGATS,DECL_YEAR,DECL_MONTH,DECL_DAY,INT_YEAR,INT_MONTH,INT_DAY,EXT_YEAR,EXT_MONTH,EXT_DAY,DECL_HOUR,INT_HOUR,EXT_HOUR,METEO_TEMP,METEO_VENTE_VITESSE,METEO_VENTE_DIRECTION,LOCATION_NAME
HELIOPOLIS,HELIOPOLIS,EL MEKHALFA,373.2,920.7,2014-08-26 00:00:00,1899-12-31 15:45:00,2014-08-26 00:00:00,1899-12-31 16:00:00,2014-08-26 00:00:00,1899-12-31 19:40:00,MAQ,0,4,0,4,INC,PV,SF+PC+EMPS,80000,2014,8,26,2014,8,26,2014,8,26,15,16,19,37,28,S+SE,Guelma N° 54
BOUCHEGOUF,OUED FRAGHA,BIOUT SERINE,395212.69,396008.19,2014-08-26 00:00:00,1899-12-31 15:45:00,2014-08-26 00:00:00,1899-12-31 16:15:00,2014-08-28 00:00:00,1899-12-31 18:00:00,MAQ,0,3,0,3,INC,BM,SF+PC,60000,2014,8,26,2014,8,26,2014,8,28,15,16,18,37,28,S+SE,Google Earth
HAMMAM N'BAIL,OUED CHEHAM,FROUJA,387543.27,387093.27,2014-08-26 00:00:00,1899-12-31 18:00:00,2014-08-26 00:00:00,1899-12-31 18:15:00,2014-08-26 00:00:00,1899-12-31 19:20:00,MAQ,0,5,0,5,INC,BM,SF+PC,100000,2014,8,26,2014,8,26,2014,8,26,18,18,19,37,28,S+SE,Google Earth
HAMMAM DEBAGH,HAMMAM DEBAGH,EL BATTOUM,364.9,911.9,2014-08-27 00:00:00,1899-12-31 13:50:00,2014-08-27 00:00:00,1899-12-31 14:10:00,2014-08-27 00:00:00,1899-12-31 16:30:00,MAQ,0,3,0,3,INC,BM,SF+PC+EMPS,60000,2014,8,27,2014,8,27,2014,8,27,13,14,16,37.5,35,S+SE,Hammam Meskhoutine N° 53
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,359.7,890.2,2014-08-29 00:00:00,1899-12-31 11:23:00,2014-08-29 00:00:00,1899-12-31 12:00:00,2014-08-30 00:00:00,1899-12-31 09:30:00,CL+MAQ,8,2,0,10,INC,PV,SF+PC+EMPS,3240000,2014,8,29,2014,8,29,2014,8,30,11,12,9,39,26,S+SE,Hammam Meskhoutine N° 53
BOUCHEGOUF,BOUCHEGOUF,REGAA EL KEBIRA,392002.59,392047.09,2014-08-29 00:00:00,1899-12-31 14:30:00,2014-08-29 00:00:00,1899-12-31 15:15:00,2014-08-31 00:00:00,1899-12-31 07:00:00,CL+MAQ,3,7,0,10,INC,BM,SF+PC,1340000,2014,8,29,2014,8,29,2014,8,31,14,15,7,39,26,S+SE,Google Earth
BOUCHEGOUF,MEDJEZ SFA,KEF KOURATH,398263.69,398275.28,2014-08-29 00:00:00,1899-12-31 14:35:00,2014-08-29 00:00:00,1899-12-31 15:10:00,2014-08-29 00:00:00,1899-12-31 17:00:00,MAQ,0,0.25,0,0.25,INC,BM,SF+PC,5000,2014,8,29,2014,8,29,2014,8,29,14,15,17,39,26,S+SE,Google Earth
OUED ZENATI,BORDJ SABAT,KER SERAK,362647.57,362706.12,2014-08-29 00:00:00,1899-12-31 14:30:00,2014-08-29 00:00:00,1899-12-31 14:45:00,2014-08-30 00:00:00,1899-12-31 09:30:00,CL,13,0,0,13,INC,PV,SF+PC+DW,5200000,2014,8,29,2014,8,29,2014,8,30,14,14,9,39,26,S+SE,Google Earth
HAMMAM DEBAGH,BOUHAMDANE,MERMOURA,364.5,901.3,2014-08-30 00:00:00,1899-12-31 10:50:00,2014-08-30 00:00:00,1899-12-31 11:15:00,2014-08-31 00:00:00,1899-12-31 19:00:00,CL+MAQ,6,1,0,7,INC,PV,SF+PC+EMPS,2420000,2014,8,30,2014,8,30,2014,8,31,10,11,19,35,28,S+SE,Hammam Meskhoutine N° 53
HAMMAM N'BAIL,HAMMAM N'BAILS,HOUZ EL HIMRE,374603.37,374664.71,2014-08-30 00:00:00,1899-12-31 13:05:00,2014-08-30 00:00:00,1899-12-31 13:50:00,2014-08-30 00:00:00,1899-12-31 17:30:00,CV,2,0,0,2,INC,PV,SF+PC,800000,2014,8,30,2014,8,30,2014,8,30,13,13,17,35,28,S+SE,Google Earth
HAMMAM DEBAGH,HAMMAM DEBAGH,EL BATTOUM,365.5,912.3,2014-08-30 00:00:00,1899-12-31 14:10:00,2014-08-30 00:00:00,1899-12-31 14:30:00,2014-08-30 00:00:00,1899-12-31 18:00:00,MAQ,0,0.25,0,0.25,INC,PV,SF+PC+EMPS,5000,2014,8,30,2014,8,30,2014,8,30,14,14,18,35,28,S+SE,Hammam Meskhoutine N° 53
HELIOPOLIS,BOUATI MAHMOUD,KEF SIDI ALI EL ARIANE,4055,357.6,2014-08-30 00:00:00,1899-12-31 13:20:00,2014-08-30 00:00:00,1899-12-31 14:00:00,2014-08-30 00:00:00,1899-12-31 15:00:00,MAQ,0,0.5,0,0.5,INC,PV,SF+PC+EMPS,10000,2014,8,30,2014,8,30,2014,8,30,13,14,15,35,28,S+SE,Azzaba NJ-32-II-3 EST
HAMMAM DEBAGH,ROKNIA,EL BRAIMA,368.3,910.7,2014-08-31 00:00:00,1899-12-31 13:05:00,2014-08-31 00:00:00,1899-12-31 13:55:00,2014-08-31 00:00:00,1899-12-31 17:25:00,CL,0.5,0,0,0.5,INC,PV,SF+PC+EMPS,200000,2014,8,31,2014,8,31,2014,8,31,13,13,17,35,39,S+SE,Hammam Meskhoutine N° 53
HAMMAM DEBAGH,BOUHAMDANE,MERMOURA,363.9,900.8,2014-09-03 00:00:00,1899-12-31 09:40:00,2014-09-03 00:00:00,1899-12-31 10:10:00,2014-09-03 00:00:00,1899-12-31 23:00:00,CL+MAQ,5,5,0,10,INC,BM,SF+PC+EMPS,2100000,2014,9,3,2014,9,3,2014,9,3,9,10,23,34.5,29,S+SE,Hammam Meskhoutine N° 53
HAMMAM N'BAIL,OUED CHEHAM,FROUJA,390047,390208.28,2014-09-04 00:00:00,1899-12-31 10:45:00,2014-09-04 00:00:00,1899-12-31 10:50:00,2014-09-06 00:00:00,1899-12-31 11:15:00,CL,3,0,0,3,INC,BM,SF+PC+EMPS,1200000,2014,9,4,2014,9,4,2014,9,6,10,10,11,35,26,S+SE,Google Earth
HAMMAM DEBAGH,ROKNIA,BOUFERTOUT,366.8,901.7,2014-09-05 00:00:00,1899-12-31 11:35:00,2014-09-05 00:00:00,1899-12-31 11:50:00,2014-09-05 00:00:00,1899-12-31 17:29:00,MAQ,0,1,0,1,INC,PV,SF+EMPS,20000,2014,9,5,2014,9,5,2014,9,5,11,11,17,34.5,28,S+SE,Hammam Meskhoutine N° 53
BOUCHEGOUF,AIN BEN BEIDA,SIDI NASSER,375276.09,375264.35,2014-09-06 00:00:00,1899-12-31 15:20:00,2014-09-06 00:00:00,1899-12-31 15:30:00,2014-09-06 00:00:00,1899-12-31 18:30:00,CL,0.5,0,0,0.5,INC,PV,SF+PC+EMPS,200000,2014,9,6,2014,9,6,2014,9,6,15,15,18,33.5,29,S+SE,Google Earth
HAMMAM DEBAGH,BOUHAMDANE,REB. BARRAGE,361.4,902.3,2014-09-06 00:00:00,1899-12-31 14:00:00,2014-09-06 00:00:00,1899-12-31 14:20:00,2014-09-06 00:00:00,1899-12-31 16:00:00,CYP,0.5,0,0,0.5,INC,PV,SF+PC+EMPS,200000,2014,9,6,2014,9,6,2014,9,6,14,14,16,33.5,29,S+SE,Hammam Meskhoutine N° 53
HAMMAM DEBAGH,BOUHAMDANE,DJ MARMOURA,363.7,900.7,2014-09-07 00:00:00,1899-12-31 14:00:00,2014-09-07 00:00:00,1899-12-31 14:30:00,2014-09-07 00:00:00,1899-12-31 23:00:00,CL,5,0,0,5,INC,PV,SF+PC+EMPS,2000000,2014,9,7,2014,9,7,2014,9,7,14,14,23,37.5,28,S+SE,Hammam Meskhoutine N° 53
GUELAAT BOU SBAA,NECHMAYA,AIN RIHANA,370,4050,2014-09-12 00:00:00,1899-12-31 14:15:00,2014-09-12 00:00:00,1899-12-31 14:40:00,2014-09-12 00:00:00,1899-12-31 18:00:00,BRS,0,0,4,4,INC,PV,SF+EMPS,40000,2014,9,12,2014,9,12,2014,9,12,14,14,18,35,34,S+SE,Deraane NJ-32-II-4 OUEST
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,360.3,889.3,2014-09-12 00:00:00,1899-12-31 16:00:00,2014-09-12 00:00:00,1899-12-31 16:30:00,2014-09-12 00:00:00,1899-12-31 18:30:00,MAQ,0,1,0,1,INC,PV,SF+PC+EMPS,20000,2014,9,12,2014,9,12,2014,9,12,16,16,18,35,34,S+SE,Hammam Meskhoutine N° 53
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,360.5,889.6,2014-09-13 00:00:00,1899-12-31 12:30:00,2014-09-13 00:00:00,1899-12-31 12:55:00,2014-09-13 00:00:00,1899-12-31 16:30:00,MAQ,0,1,0,1,INC,PV,SF+PC+EMPS,20000,2014,9,13,2014,9,13,2014,9,13,12,12,16,34.5,34,S+SE,Hammam Meskhoutine N° 53
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,360.4,889.9,2014-09-14 00:00:00,1899-12-31 12:10:00,2014-09-14 00:00:00,1899-12-31 12:50:00,2014-09-14 00:00:00,1899-12-31 15:30:00,MAQ,0,0.5,0,0.5,INC,PV,SF+EMPS,10000,2014,9,14,2014,9,14,2014,9,14,12,12,15,38,28,S+SE,Hammam Meskhoutine N° 53
HAMMAM DEBAGH,ROKNIA,BOUHALOUFA,368.4,892.3,2014-09-14 00:00:00,1899-12-31 12:40:00,2014-09-14 00:00:00,1899-12-31 16:30:00,2014-09-14 00:00:00,1899-12-31 23:30:00,CL+CZ,10,0,0,10,INC,PV,SF+PC+EMPS,4000000,2014,9,14,2014,9,14,2014,9,14,12,16,23,38,28,S+SE,Hammam Meskhoutine N° 53
GUELAAT BOU SBAA,BENI MEZLINE,BENI AHMED,370.7,4044.5,2014-09-16 00:00:00,1899-12-31 11:00:00,2014-09-16 00:00:00,1899-12-31 11:30:00,2014-09-16 00:00:00,1899-12-31 20:30:00,CL+EUC+MAQ,14,6,0,20,INC,PV,SF+PC+EMPS+EAPC,5720000,2014,9,16,2014,9,16,2014,9,16,11,11,20,39,28,S+SE,Deraane NJ-32-II-4 OUEST
BOUCHEGOUF,BOUCHEGOUF,TAFER,398548.28,398571.25,2014-09-16 00:00:00,1899-12-31 10:37:00,2014-09-16 00:00:00,1899-12-31 10:55:00,2014-09-16 00:00:00,1899-12-31 17:45:00,BRS,0,0,1,1,INC,PV,SF+PC+EMPS,10000,2014,9,16,2014,9,16,2014,9,16,10,10,17,39,28,S+SE,Google Earth
HAMMAM DEBAGH,ROKNIA,DJEFINA,372.4,895.4,2014-09-16 00:00:00,1899-12-31 12:00:00,2014-09-16 00:00:00,1899-12-31 12:40:00,2014-09-16 00:00:00,1899-12-31 18:00:00,BRS,0,0,1,1,INC,PV,SF+EMPS,10000,2014,9,16,2014,9,16,2014,9,16,12,12,18,39,28,S+SE,Hammam Meskhoutine N° 53
BOUCHEGOUF,MEDJEZ SFA,KEF KOURATH,400207.7,400162.18,2014-09-17 00:00:00,1899-12-31 15:15:00,2014-09-17 00:00:00,1899-12-31 15:50:00,2014-09-17 00:00:00,1899-12-31 17:30:00,MAQ,0,0.5,0,0.5,INC,PV,SF+PC+EMPS,10000,2014,9,17,2014,9,17,2014,9,17,15,15,17,39.5,37,S+SE,Google Earth
BOUCHEGOUF,BOUCHEGOUF,AIN EL BAGRAT,392428.02,392419.81,2014-09-17 00:00:00,1899-12-31 15:17:00,2014-09-17 00:00:00,1899-12-31 15:50:00,2014-09-17 00:00:00,1899-12-31 17:56:00,CL+MAQ,0.5,3,0,3.5,INC,PV,SF+PC+EMPS,260000,2014,9,17,2014,9,17,2014,9,17,15,15,17,39.5,37,S+SE,Google Earth
BOUCHEGOUF,BOUCHEGOUF,EL BRAIDIA,398177.23,398604.29,2014-09-18 00:00:00,1899-12-31 12:40:00,2014-09-18 00:00:00,1899-12-31 12:50:00,2014-09-20 00:00:00,1899-12-31 13:00:00,CL+CZ,7,0,0,7,INC,PV,SF+PC+EMPS,2800000,2014,9,18,2014,9,18,2014,9,20,12,12,13,37,28,S+SE,Google Earth
BOUCHEGOUF,MEDJEZ SFA,KEF KOURATH,400221.32,400284.06,2014-09-18 00:00:00,1899-12-31 15:30:00,2014-09-18 00:00:00,1899-12-31 15:59:00,2014-09-18 00:00:00,1899-12-31 18:00:00,CL+EUC,2,0,0,2,INC,PV,SF+PC+EMPS,800000,2014,9,18,2014,9,18,2014,9,18,15,15,18,37,28,S+SE,Google Earth
BOUCHEGOUF,BOUCHEGOUF,EL DAMOUS,393247.54,393278.12,2014-09-20 00:00:00,1899-12-31 13:50:00,2014-09-20 00:00:00,1899-12-31 14:12:00,2014-09-20 00:00:00,1899-12-31 17:20:00,MAQ,0,0.5,0,0.5,INC,PV,SF+PC+EMPS,10000,2014,9,20,2014,9,20,2014,9,20,13,14,17,39.5,22,S+SE,Google Earth
BOUCHEGOUF,BOUCHEGOUF,FAIDH BIDAH,392873.92,392963.78,2014-09-20 00:00:00,1899-12-31 13:50:00,2014-09-20 00:00:00,1899-12-31 14:20:00,2014-09-20 00:00:00,1899-12-31 17:20:00,CL,2,0,0,2,INC,BM,SF+PC+EMPS,800000,2014,9,20,2014,9,20,2014,9,20,13,14,17,39.5,22,S+SE,Google Earth
BOUCHEGOUF,BOUCHEGOUF,AIN EL MADJENE,398836.91,399157.75,2014-09-20 00:00:00,1899-12-31 22:30:00,2014-09-21 00:00:00,1899-12-31 04:20:00,2014-09-21 00:00:00,1899-12-31 18:00:00,CL,11,0,0,11,INC,PV,SF+PC+EMPS,4400000,2014,9,20,2014,9,21,2014,9,21,22,4,18,39.5,22,S+SE,Google Earth
HELIOPOLIS,HELIOPOLIS,DJ BEZZIOUNE,374,917,2014-09-24 00:00:00,1899-12-31 13:55:00,2014-09-24 00:00:00,1899-12-31 14:30:00,2014-09-24 00:00:00,1899-12-31 17:05:00,BRS,0,0,3,3,INC,PV,SF+PC+EMPS,30000,2014,9,24,2014,9,24,2014,9,24,13,14,17,35.5,24,S+SE,Guelma N° 54
HAMMAM DEBAGH,ROKNIA,GUENDOULA,371,895,2014-10-01 00:00:00,1899-12-31 09:15:00,2014-10-01 00:00:00,1899-12-31 09:20:00,2014-10-01 00:00:00,1899-12-31 15:30:00,CL,1,0,0,1,INC,PV,SF+PC,400000,2014,10,1,2014,10,1,2014,10,1,9,9,15,35.5,32,S+SE,Hammam Meskhoutine N° 53
BOUCHEGOUF,MEDJEZ SFA,EL MRIHL,402382.24,402429.96,2014-10-09 00:00:00,1899-12-31 12:45:00,2014-10-09 00:00:00,1899-12-31 13:10:00,2014-10-09 00:00:00,1899-12-31 16:58:00,EUC,1,0,0,1,INC,PV,SF+PC+EMPS,400000,2014,10,9,2014,10,9,2014,10,9,12,13,16,38,28,S+SE,Google Earth
HAMMAM DEBAGH,BOUHAMDANE,BENI AHMED,362,891,2014-10-10 00:00:00,1899-12-31 13:50:00,2014-10-10 00:00:00,1899-12-31 13:55:00,2014-10-10 00:00:00,1899-12-31 17:10:00,CL,5,0,0,5,INC,PV,SF+PC+DW,2000000,2014,10,10,2014,10,10,2014,10,10,13,13,17,37,24,S+SE,Hammam Meskhoutine N° 53
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,363,890,2014-10-12 00:00:00,1899-12-31 17:00:00,2014-10-12 00:00:00,1899-12-31 17:10:00,2014-10-12 00:00:00,1899-12-31 22:00:00,CL,1,0,0,1,INC,PV,SF+PC+DW,400000,2014,10,12,2014,10,12,2014,10,12,17,17,22,38,21,S+SE,Hammam Meskhoutine N° 53
HAMMAM DEBAGH,BOUHAMDANE,MECHTAT LAHOUAMRA,893.5,358.3,2014-10-21 00:00:00,1899-12-31 11:35:00,2014-10-21 00:00:00,1899-12-31 11:45:00,2014-10-21 00:00:00,1899-12-31 17:20:00,MAQ,0,2,0,2,INC,PV,SF+PC+EMPS,40000,2014,10,21,2014,10,21,2014,10,21,11,11,17,31,28,S+SE,Oued Zenati N° 75
HAMMAM DEBAGH,HAMMAM DEBAGH,DJ BOUGRÉNISSA,359.1,906.4,2015-08-06 00:00:00,1899-12-31 16:00:00,2015-08-06 00:00:00,1899-12-31 16:15:00,2015-08-06 00:00:00,1899-12-31 16:45:00,MAQ,0,0.25,0,0.25,INC,PV,SF+PC,5000,2015,8,6,2015,8,6,2015,8,6,16,16,16,39.7,20,N,Hammam Meskhoutine N° 53
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,360.5,888.6,2015-08-07 00:00:00,1899-12-31 11:20:00,2015-08-07 00:00:00,1899-12-31 11:30:00,2015-08-08 00:00:00,1899-12-31 10:30:00,CL+MAQ,4.5,5.5,0,10,INC,PV,SF+PC+EMPS,1910000,2015,8,7,2015,8,7,2015,8,8,11,11,10,39.5,20,N+E,Hammam Meskhoutine N° 53
HAMMAM DEBAGH,HAMMAM DEBAGH,DJ BOUGRÉNISSA,359.4,905.6,2015-08-07 00:00:00,1899-12-31 12:30:00,2015-08-07 00:00:00,1899-12-31 13:00:00,2015-08-07 00:00:00,1899-12-31 18:50:00,BRS,0,0,3,3,INC,PV,PC,30000,2015,8,7,2015,8,7,2015,8,7,12,13,18,39.5,20,N+E,Hammam Meskhoutine N° 53
HAMMAM DEBAGH,ROKNIA,AIN NEMCHA,372.5,893.2,2015-08-07 00:00:00,1899-12-31 12:35:00,2015-08-07 00:00:00,1899-12-31 13:00:00,2015-08-07 00:00:00,1899-12-31 14:10:00,MAQ,0,0.5,0,0.5,INC,PV,SF+EMPS,10000,2015,8,7,2015,8,7,2015,8,7,12,13,14,39.5,20,N+E,Hammam Meskhoutine N° 53
HAMMAM DEBAGH,BOUHAMDANE,FELLAH,327.8,4034.5,2015-08-10 00:00:00,1899-12-31 16:45:00,2015-08-10 00:00:00,1899-12-31 17:00:00,2015-08-10 00:00:00,1899-12-31 20:00:00,MAQ+BRS,0,1,1,2,INC,BM,SF+PC+EMPS,30000,2015,8,10,2015,8,10,2015,8,10,16,17,20,35.4,15,O,Hammam Meskhoutine N° 53
OUED ZENATI,BORDJ SABAT,HADJAR EL MENCHAR,,,2015-08-12 00:00:00,1899-12-31 14:45:00,2015-08-12 00:00:00,1899-12-31 14:45:00,2015-08-12 00:00:00,1899-12-31 16:50:00,MAQ,0,1,0,1,INC,BM,SF+EMPS,20000,2015,8,12,2015,8,12,2015,8,12,14,14,16,35,20,N+E,Google Earth
HELIOPOLIS,BOUATI MAHMOUD,KEF SIDI ALI EL ARIANE,356.5,4053.5,2015-08-13 00:00:00,1899-12-31 14:30:00,2015-08-13 00:00:00,1899-12-31 15:00:00,2015-08-13 00:00:00,1899-12-31 16:15:00,CL,1,0,0,1,INC,PV,SF+PC+EMPS,400000,2015,8,13,2015,8,13,2015,8,13,14,15,16,37.9,20,N+E,Azzaba NJ-32-II-3 EST
BOUCHEGOUF,MEDJEZ SFA,EL REHAB,36.27,36.27,2015-09-01 00:00:00,1899-12-31 11:00:00,2015-09-01 00:00:00,1899-12-31 11:15:00,2015-09-01 00:00:00,1899-12-31 13:00:00,CL,0.5,0,0,0.5,INC,PV,SF+PC+EMPS,200000,2015,9,1,2015,9,1,2015,9,1,11,11,13,30,11,S+O,Google Earth
HAMMAM DEBAGH,BOUHAMDANE,DJ MARMOURA,899.9,360.9,2015-10-19 00:00:00,1899-12-31 15:00:00,2015-10-19 00:00:00,1899-12-31 17:00:00,2015-10-19 00:00:00,1899-12-31 17:00:00,MAQ,0,1,0,1,INC,PV,SF+PC,20000,2015,10,19,2015,10,19,2015,10,19,15,17,17,34,7,N+E,Hammam Meskhoutine N° 53
GUELMA,BENDJERRAH,MECHTAT SAID,355,4034,2016-07-09 00:00:00,1899-12-31 10:30:00,2016-07-09 00:00:00,1899-12-31 11:00:00,2016-07-09 00:00:00,1899-12-31 12:10:00,MAQ+BRS,0,0.5,0.5,1,INC,PV,PC,15000,2016,7,9,2016,7,9,2016,7,9,10,11,12,42,24,N+E,Guelma EST NJ-32-II-5
HAMMAM N'BAIL,OUED CHEHAM,TAGTAGA,391200.74,4027845,2016-07-21 00:00:00,1899-12-31 12:00:00,2016-07-21 00:00:00,1899-12-31 12:20:00,2016-07-21 00:00:00,1899-12-31 16:00:00,MAQ,0,2,0,2,INC,BM,PC+DW,40000,2016,7,21,2016,7,21,2016,7,21,12,12,16,40,24,S+O,Google Earth
BOUCHEGOUF,MEDJEZ SFA,AIN TAHMAMINE,391697.82,4030278.41,2016-07-22 00:00:00,1899-12-31 08:55:00,2016-07-22 00:00:00,1899-12-31 09:20:00,2016-07-22 00:00:00,1899-12-31 16:30:00,MAQ+BRS,0,2,4,6,INC,BM,PC,80000,2016,7,22,2016,7,22,2016,7,22,8,9,16,44,32,S+O,Google Earth
HAMMAM N'BAIL,OUED CHEHAM,TAGTAGA,391100.87,4027593.03,2016-07-22 00:00:00,1899-12-31 08:55:00,2016-07-22 00:00:00,1899-12-31 09:30:00,2016-07-22 00:00:00,1899-12-31 16:30:00,MAQ+BRS,0,1,5,6,INC,BM,PC,70000,2016,7,22,2016,7,22,2016,7,22,8,9,16,44,32,S+O,Google Earth
HAMMAM DEBAGH,ROKNIA,DJEFINA,895.7,371.5,2016-07-22 00:00:00,1899-12-31 12:05:00,2016-07-22 00:00:00,1899-12-31 12:20:00,2016-07-22 00:00:00,1899-12-31 18:00:00,MAQ,0,8,0,8,INC,PV,PC,160000,2016,7,22,2016,7,22,2016,7,22,12,12,18,44,32,S+O,Hammam Meskhoutine 53
GUELAAT BOU SBAA,NECHMAYA,CHAABET RAMOUL,363,4054,2016-07-22 00:00:00,1899-12-31 12:30:00,2016-07-22 00:00:00,1899-12-31 12:45:00,2016-07-22 00:00:00,1899-12-31 18:30:00,CL+MAQ,1,6,0,7,INC,PV,EMPS+POP,520000,2016,7,22,2016,7,22,2016,7,22,12,12,18,44,32,S+O,Azzaba EST NJ-32-II-3
GUELAAT BOU SBAA,BENI MEZLINE,GHENADJI,378352,4036435,2016-07-22 00:00:00,1899-12-31 14:50:00,2016-07-22 00:00:00,1899-12-31 15:10:00,2016-07-22 00:00:00,1899-12-31 18:00:00,MAQ,0,8,0,8,INC,PV,PC+DW,160000,2016,7,22,2016,7,22,2016,7,22,14,15,18,44,32,S+O,Souk Ahras OUEST NJ-32-II-6
HELIOPOLIS,BOUATI MAHMOUD,LAAOUISSIA,357,4055.5,2016-07-22 00:00:00,1899-12-31 14:15:00,2016-07-22 00:00:00,1899-12-31 14:40:00,2016-07-22 00:00:00,1899-12-31 18:00:00,MAQ,0,0.25,0,0.25,INC,PV,PC,5000,2016,7,22,2016,7,22,2016,7,22,14,14,18,44,32,S+O,Azzaba EST NJ-32-II-3
HAMMAM DEBAGH,ROKNIA,DJEFINA,359.4,905.6,2016-07-22 00:00:00,1899-12-31 15:51:00,2016-07-22 00:00:00,1899-12-31 16:15:00,2016-07-22 00:00:00,1899-12-31 18:30:00,MAQ,0,4,0,4,INC,BM,PC,80000,2016,7,22,2016,7,22,2016,7,22,15,16,18,44,32,S+O,Hammam Meskhoutine 53
AIN MAKHLOUF,AIN LARBI,MECHTAT SAMOUDI,4018.434,349327,2016-07-29 00:00:00,1899-12-31 11:50:00,2016-07-29 00:00:00,1899-12-31 14:00:00,2016-07-30 00:00:00,1899-12-31 16:00:00,MAQ,0,8,0,8,INC,PV,PC+POP+DW,160000,2016,7,29,2016,7,29,2016,7,30,11,14,16,38,24,N+E,Guelma EST NJ-32-II-5
BOUCHEGOUF,MEDJEZ SFA,ZÉZOUA,389256.59,4030575.76,2016-07-30 00:00:00,1899-12-31 13:50:00,2016-07-30 00:00:00,1899-12-31 14:20:00,2016-07-30 00:00:00,1899-12-31 17:50:00,MAQ,0,1,0,1,INC,BM,PC,20000,2016,7,30,2016,7,30,2016,7,30,13,14,17,41,32,N+E,Google Earth
BOUCHEGOUF,MEDJEZ SFA,EL MEGFEL,393156.1,4026834.09,2016-07-30 00:00:00,1899-12-31 14:00:00,2016-07-30 00:00:00,1899-12-31 14:20:00,2016-07-30 00:00:00,1899-12-31 17:00:00,CL,2,0,0,2,INC,BM,PC,800000,2016,7,30,2016,7,30,2016,7,30,14,14,17,41,32,N+E,Google Earth
GUELMA,BENDJERRAH,BEREBAANE,353.5,4028,2016-07-30 00:00:00,1899-12-31 15:00:00,2016-07-30 00:00:00,1899-12-31 15:50:00,2016-07-30 00:00:00,1899-12-31 17:00:00,MAQ,0,4,0,4,INC,PV,POP,80000,2016,7,30,2016,7,30,2016,7,30,15,15,17,41,32,N+E,Guelma EST NJ-32-II-5
HAMMAM N'BAIL,HAMMAM N'BAILS,ESSOUIG,374930.84,4020154.56,2016-08-04 00:00:00,1899-12-31 09:50:00,2016-08-04 00:00:00,1899-12-31 10:20:00,2016-08-04 00:00:00,1899-12-31 16:50:00,CV,3.5,0,0,3.5,INC,BM,PC,1400000,2016,8,4,2016,8,4,2016,8,4,9,10,16,38,22,N+E,Google Earth
HAMMAM DEBAGH,ROKNIA,LEKHOUARNA,345.8,4048.4,2016-08-04 00:00:00,1899-12-31 16:15:00,2016-08-04 00:00:00,1899-12-31 16:30:00,2016-08-04 00:00:00,1899-12-31 18:30:00,MAQ,0,4,0,4,INC,PV,PC+EMPS,80000,2016,8,4,2016,8,4,2016,8,4,16,16,18,38,22,N+E,Azzaba EST NJ-32-II-3
AIN HESSAINIA,MEDJEZ AMAR,EL AARARA,363.9,913.4,2016-08-08 00:00:00,1899-12-31 11:51:00,2016-08-08 00:00:00,1899-12-31 12:15:00,2016-08-08 00:00:00,1899-12-31 13:20:00,BRS,0,0,1,1,INC,PV,PC+EMPS,10000,2016,8,8,2016,8,8,2016,8,8,11,12,13,32,37,N+E,Hammam Meskhoutine 53
HAMMAM N'BAIL,OUED CHEHAM,EL KHELOUA,388192,4029064.62,2016-08-18 00:00:00,1899-12-31 15:40:00,2016-08-18 00:00:00,1899-12-31 16:00:00,2016-08-19 00:00:00,1899-12-31 09:00:00,CL,7,0,0,7,INC,BM,PC,2800000,2016,8,18,2016,8,18,2016,8,19,15,16,9,38,24,N+E,Google Earth
HAMMAM DEBAGH,ROKNIA,MENCHAR,367.9,903.1,2016-08-20 00:00:00,1899-12-31 10:10:00,2016-08-20 00:00:00,1899-12-31 10:30:00,2016-08-20 00:00:00,1899-12-31 18:00:00,MAQ,0,2,0,2,INC,PV,PC+EMPS,40000,2016,8,20,2016,8,20,2016,8,20,10,10,18,42,28,N+E,Hammam Meskhoutine 53
HAMMAM DEBAGH,ROKNIA,AIN LEGSAB,374,900.7,2016-08-20 00:00:00,1899-12-31 14:15:00,2016-08-20 00:00:00,1899-12-31 15:00:00,2016-08-20 00:00:00,1899-12-31 18:30:00,MAQ,0,1.5,0,1.5,INC,BM,EMPS,30000,2016,8,20,2016,8,20,2016,8,20,14,15,18,42,28,N+E,Hammam Meskhoutine 53
GUELAAT BOU SBAA,NECHMAYA,OULED CHIHA,360,4051.5,2016-08-20 00:00:00,1899-12-31 12:45:00,2016-08-20 00:00:00,1899-12-31 13:00:00,2016-08-20 00:00:00,1899-12-31 17:15:00,MAQ,0,3,0,3,INC,PV,PC+EMPS,60000,2016,8,20,2016,8,20,2016,8,20,12,13,17,42,28,N+E,Azzaba EST NJ-32-II-3
